cq,rooms,epoque,furnished,ref,refmaj,refmin
COURCELLES - WAGRAM,3,inf1946,meuble,29.6000374123366,35.500046185513334,20.700026633415927
ROSA PARKS - MACDONALD,3,inf1946,meuble,24.1,28.9,16.9
REUNION - PERE LACHAISE,3,inf1946,meuble,24.157042624505678,28.95706358158086,16.90007045149893
FAUBOURG DU TEMPLE - HOPITAL SAINT-LOUIS,3,inf1946,meuble,27.399934415442914,32.899920068821054,19.199952861099593
SAINT BLAISE,3,inf1946,meuble,24.10000149239161,28.900001492391606,16.9
PEREIRE - MALESHERBES,3,inf1946,meuble,29.099385484917082,34.90836466399291,20.381427126765416
REPUBLIQUE - SAINT-AMBROISE,3,inf1946,meuble,28.00945584146066,33.620267381560254,19.64323700549383
PERNETY,3,inf1946,meuble,27.33071051901731,32.76087485962033,19.10054682265535
EUROPE,3,inf1946,meuble,29.00029658252159,34.800360400323896,20.300207124152767
GROS CAILLOU,3,inf1946,meuble,31.8999180209087,38.299901187263,22.29994336258815
GRANDES CARRIERES - CLICHY,3,inf1946,meuble,26.00004041461328,31.2000488314304,18.200028878976635
MAIRIE,3,inf1946,meuble,29.364418582326284,35.241719566647944,20.553989292305122
SEINE,3,inf1946,meuble,31.908301128938074,38.326697383587494,22.32254733291388
MONNAIE,3,inf1946,meuble,32.299944644007525,38.79993311150909,22.599960789505335
BASTILLE - POPINCOURT,3,inf1946,meuble,27.700623499987742,33.25528302271549,19.41863405200108
BELLEVILLE,3,inf1946,meuble,27.03219216085847,32.454168184704564,18.943635506922867
AMANDIERS - MENILMONTANT,3,inf1946,meuble,24.20089508221683,29.00109013374566,16.900643512890905
BERCY,3,inf1946,meuble,24.20016839292299,29.000206390559942,16.90012366340174
ECOLE MILITAIRE,3,inf1946,meuble,31.899934431140473,38.29992032607745,22.29995442752675
MOSKOWA - PORTE MONTMARTRE - PORTE DE CLIGNANCOURT,3,inf1946,meuble,26.00005591273448,31.200067894034724,18.200039937667484
BATIGNOLLES,3,inf1946,meuble,28.30571555167273,33.97039068858347,19.858700975142725
MONCEAU,3,inf1946,meuble,29.143468702206594,34.973901443827266,20.399993328973
ANVERS - MONTHOLON,3,inf1946,meuble,26.999987099399032,32.39998451927884,18.899990969579317
MOUTON - DUVERNET,3,inf1946,meuble,28.11511418362429,33.734672311216194,19.713708215959187
VAL DE GRACE,3,inf1946,meuble,29.89928162695927,35.8991277533348,20.89953784197846
DAUPHINE,3,inf1946,meuble,29.0,34.8,20.3
SECRETAN,3,inf1946,meuble,24.171896792446685,28.971903206677943,16.90002107533128
JARDIN DES PLANTES,3,inf1946,meuble,28.50050359298608,34.200611499133856,20.00032437176046
CAMBRONNE - GARIBALDI,3,inf1946,meuble,29.599988492685757,35.499987694800204,20.699992074183516
HALLES - BEAUBOURG - MONTORGUEIL,3,inf1946,meuble,28.973421193457316,34.78222624043315,20.26762322377118
FAUBOURG MONTMARTRE,3,inf1946,non-meuble,24.526212337237734,29.405823581368328,17.1747562883364
CLIGNANCOURT - JULES JOFFRIN,3,inf1946,non-meuble,22.8,27.4,16.0
GOUTTE D'OR - CHATEAU ROUGE,3,inf1946,non-meuble,23.587567024353717,28.318827663617498,16.525044682902482
LEGENDRE - LEVIS,3,inf1946,non-meuble,25.539293224864167,30.647152966069143,17.877506353637063
CHAMPERRET - BERTHIER,3,inf1946,non-meuble,25.9903821791121,31.18845861493452,18.19326752537847
HOCHE - FRIEDLAND,3,inf1946,non-meuble,28.299823777355712,33.99978627619672,19.79987787211241
MUETTE SUD,3,inf1946,non-meuble,25.399848392676798,30.499810490846,17.7998862945076
PASTEUR - MONTPARNASSE,3,inf1946,non-meuble,25.999951025368887,31.19994162862508,18.19996500265162
GRANGE AUX BELLES - TERRAGE,3,inf1946,non-meuble,23.9999488236979,28.799935869250383,16.799965135593347
BIBLIOTHEQUE - SEINE,3,inf1946,non-meuble,21.10025149793227,25.300302985508136,14.800173770568561
SENTIER - ARTS ET METIERS,3,inf1946,non-meuble,26.199931475277797,31.399918232930382,18.2999533569292
CHATEAU D'EAU - LANCRY,3,inf1946,non-meuble,23.99997397456757,28.79996016052351,16.799983163601706
CROULEBARBE,3,inf1946,non-meuble,23.7001579513818,28.400194527846445,16.600108278698386
EPINETTES - BESSIERES,3,inf1946,non-meuble,24.000070025544854,28.80008426926177,16.800049256489345
SAINT - PLACIDE,3,inf1946,non-meuble,27.999992999207965,33.59999159904956,19.599995099445575
SAINT - THOMAS D'AQUIN,3,inf1946,non-meuble,28.000016990883747,33.60002265451167,19.600011327255835
GAMBETTA,3,inf1946,non-meuble,21.140146285312994,25.34014628531299,14.8
SAINT - LAMBERT,3,inf1946,non-meuble,23.54212223537035,28.286959442198487,16.470382224991365
BOIS DE BOULOGNE,3,inf1946,non-meuble,25.08126456381774,30.10158070408356,17.56094842217469
NATION - PICPUS,3,inf1946,non-meuble,22.799986202369674,27.399981939304396,15.99998883811956
PLAINE LAGNY,3,inf1946,non-meuble,21.10004464850564,25.300053431910744,14.800029643992227
DIDOT - PORTE DE VANVES,3,inf1946,non-meuble,23.900013365379053,28.700015823924268,16.70000983418086
BUTTES AUX CAILLES - DAVIEL - BOUSSINGAULT,3,inf1946,non-meuble,23.899997184893593,28.699994864229087,16.6999995055581
CHAILLOT,3,inf1946,non-meuble,25.400065508579196,30.5000786415525,17.800045131897793
MARAIS - ARCHIVES,3,inf1946,non-meuble,26.725331832458323,32.050410840186494,18.675237023184515
OPERA - CHAUSSEE D'ANTIN,3,inf1946,non-meuble,28.19122937886543,33.86758305367178,19.72433299675843
OLYMPIADES - CHOISY,3,inf1946,non-meuble,21.347064056726744,25.600006354596765,14.96765060992172
SORBONNE,3,inf1946,non-meuble,26.200005571596417,31.40000690090122,18.300003981534545
LA CHAPELLE - MARX DORMOY,3,inf1946,non-meuble,21.649466133725863,25.96314842651745,15.178942225838524
ELYSEES - MADELEINE,3,inf1946,non-meuble,28.15420374045978,33.82403899710663,19.699450855489506
DANUBE,3,inf1946,non-meuble,21.1,25.3,14.8
FLANDRE - AUBERVILLIERS,3,inf1946,non-meuble,21.10001600218983,25.30001908071763,14.800011078223914
SAINT - VICTOR,3,inf1946,non-meuble,26.195634477465703,31.394908924863373,18.297091007968284
ALIGRE - GARE DE LYON,3,inf1946,non-meuble,23.99997105972374,28.79996512384987,16.799979395591063
ALLERAY - PROCESSION,3,inf1946,non-meuble,23.895303711835023,28.705545036929905,16.718917220801437
AUTEUIL NORD,3,inf1946,non-meuble,24.600114026208203,29.500142532760247,17.20008551965615
VAUGIRARD - PARC DES EXPOSITIONS,3,inf1946,non-meuble,23.912042419600347,28.70620279184655,16.72372167510793
BEL - AIR SUD,3,inf1946,non-meuble,21.2599546190917,25.474943273864625,14.844965964318778
LOUVRE - OPERA,3,inf1946,non-meuble,27.70510204691299,33.2679126283464,19.3790806826762
VALLEE DE FECAMP,3,inf1946,non-meuble,22.78408595513231,27.380107443915378,15.988064466349229
SALPETRIERE - AUSTERLITZ,3,inf1946,non-meuble,24.564796359312613,29.475535708032066,17.19868654606385
NATIONALE - DEUX MOULINS,3,inf1946,non-meuble,22.170319140078526,26.599673068612724,15.526288247248539
NATION - ALEXANDRE DUMAS,3,inf1946,non-meuble,24.999722042920244,29.999667377259197,17.499806742596025
BELLEVILLE - SAINT-MAUR,3,inf1946,non-meuble,24.481806099435634,29.378167124776734,17.13726407505892
TEMPLE - ENFANTS ROUGES,3,inf1946,non-meuble,26.19997407062833,31.399969445894392,18.29998241058023
MARAIS - PLACE DES VOSGES,3,inf1946,non-meuble,26.63689662168674,31.940922257746706,18.61207069674162
AMIRAUX - SIMPLON - POISSONNIERS,3,inf1946,non-meuble,23.439500193384212,28.14608355894825,16.426333462256146
PIGALLE - MARTYRS,3,inf1946,non-meuble,23.978156810590942,28.738625916720157,16.79350045386584
CITROEN - BOUCICAUT,3,inf1946,non-meuble,24.6,29.5,17.2
VIOLET - COMMERCE,3,inf1946,non-meuble,24.599782786712954,29.499753348340708,17.199851068500152
PLACE DES FETES,3,inf1946,non-meuble,21.100055372184187,25.300066828498153,14.800038187713232
ODEON,3,inf1946,non-meuble,28.299903940891543,33.99988106967525,19.799931386351105
MASSENA - JEANNE D'ARC,3,inf1946,non-meuble,21.1,25.3,14.8
JARDIN DE REUILLY,3,inf1946,non-meuble,22.17109374764509,26.613866659855873,15.528319786033329
SAINT - VINCENT DE PAUL - LARIBOISIERE,3,inf1946,non-meuble,23.700003947665603,28.400005264037645,16.600002631777066
PLATEAU,3,inf1946,non-meuble,21.18563764925163,25.385642009191148,14.800014533131737
MONTPARNASSE - RASPAIL,3,inf1946,non-meuble,23.71660559185535,28.42488589519514,16.608317678962894
LA FOURCHE - GUY MOQUET,3,inf1946,non-meuble,23.99999749229241,28.799997948538707,16.799999202392502
CHARLES HERMITE - EVANGILE,3,inf1946,non-meuble,21.827991662449474,26.178610627094194,15.302063215482395
JEAN MOULIN - PORTE D'ORLEANS,3,inf1946,non-meuble,24.999128092477964,29.99896244201438,17.49937656817333
INVALIDES,3,inf1946,non-meuble,28.000003587595327,33.600004783460435,19.600002391730218
LOUIS BLANC - AQUEDUC,3,inf1946,non-meuble,23.756274391477582,28.475040719957757,16.63751477044185
NOTRE - DAME DES CHAMPS,3,inf1946,non-meuble,28.082639915624483,33.71021042816834,19.65508635523288
ITALIE - PEUPLIERS - RUNGIS,3,inf1946,non-meuble,23.899868798860638,28.699840580638057,16.699911126194515
TRIANGLE D'OR,3,inf1946,non-meuble,28.299970545560676,33.999963131791986,19.799979926546673
MARTIN LUTHER KING,3,inf1946,non-meuble,24.820173593846746,29.784208312616094,17.37412151569272
BAS - BELLEVILLE,3,inf1946,non-meuble,21.20019660005121,25.40023872863361,14.800140428608008
BLANCHE - TRINITE,3,inf1946,non-meuble,23.844974140139243,28.57649250775364,16.700852413657486
RENNES,3,inf1946,non-meuble,28.05216017025127,33.66954689366836,19.63477344683418
MANIN - JAURES,3,inf1946,non-meuble,21.107800323184524,25.307800323184527,14.8
MUETTE NORD,3,inf1946,non-meuble,25.400005756940253,30.50000686404415,17.800003985574023
PORTE DES LILAS,3,inf1946,non-meuble,21.1,25.3,14.8
EMERIAU - ZOLA,3,inf1946,non-meuble,24.6,29.5,17.2
PORTE SAINT-DENIS - PARADIS,3,inf1946,non-meuble,23.7000304050824,28.400038477313334,16.60002047633459
GEORGES BRASSENS,3,inf1946,non-meuble,23.300012262715576,28.000014306501505,16.300008175143716
MONTMARTRE,3,inf1946,non-meuble,22.800018071101846,27.40002007900205,16.00001204740123
TELEGRAPHE - PELLEPORT - SAINT-FARGEAU,3,inf1946,non-meuble,21.110337665106453,25.310496279974444,14.800528716226662
SAINT - GERMAIN DES PRES,3,inf1946,non-meuble,28.299949319563275,33.999932426084364,19.799966213042183
BEL - AIR NORD,3,inf1946,non-meuble,21.20003336998836,25.400042186324153,14.800026449105726
AUTEUIL SUD,3,inf1946,non-meuble,24.6,29.5,17.2
PONT DE FLANDRE,3,inf1946,non-meuble,21.1,25.3,14.8
SAINT - PHILIPPE DU ROULE,3,inf1946,non-meuble,27.89707736191288,33.51371405748107,19.522122318560612
TERNES - MAILLOT,3,inf1946,non-meuble,25.999990352217495,31.199988811334194,18.199993606476678
MONTSOURIS - DAREAU,3,inf1946,non-meuble,24.039374872282178,28.847249850522026,16.827561915615338
DUPLEIX - LA MOTTE PICQUET,3,inf1946,non-meuble,24.60002987096105,29.500036361805943,17.200021426325417
LEON BLUM - FOLIE-REGNAULT,3,inf1946,non-meuble,24.072053899225285,28.88646405774901,16.850437108136365
BASSIN DE LA VILLETTE,3,inf1946,non-meuble,21.100009876826267,25.300011920307565,14.800006811604323
COURCELLES - WAGRAM,3,inf1946,non-meuble,26.00003064490381,31.20003772622234,18.20002155784134
ROSA PARKS - MACDONALD,3,inf1946,non-meuble,21.1,25.3,14.8
REUNION - PERE LACHAISE,3,inf1946,non-meuble,21.157030808287907,25.357049090002725,14.80006131064152
FAUBOURG DU TEMPLE - HOPITAL SAINT-LOUIS,3,inf1946,non-meuble,23.99994261351255,28.799930316408098,16.799959009651822
SAINT BLAISE,3,inf1946,non-meuble,21.10000149239161,25.30000149239161,14.8
PEREIRE - MALESHERBES,3,inf1946,non-meuble,25.544895895379167,30.653875074454998,17.881427126765416
REPUBLIQUE - SAINT-AMBROISE,3,inf1946,non-meuble,24.55404854559343,29.464857034058177,17.18783276126146
PERNETY,3,inf1946,non-meuble,24.010601025638028,28.83070967370805,16.780437530344262
EUROPE,3,inf1946,non-meuble,25.400263106582152,30.50031567113949,17.800180200161947
GROS CAILLOU,3,inf1946,non-meuble,27.999927739877418,33.59991327779072,19.599949316641098
GRANDES CARRIERES - CLICHY,3,inf1946,non-meuble,22.800035116615703,27.40004092431904,16.000023580979054
MAIRIE,3,inf1946,non-meuble,25.720247107000283,30.88650492166641,18.020859783338498
SEINE,3,inf1946,non-meuble,27.957263402461205,33.57566064390838,19.55518885012673
MONNAIE,3,inf1946,non-meuble,28.29995156350659,33.99994003100816,19.799965402504704
BASTILLE - POPINCOURT,3,inf1946,non-meuble,24.273293077962606,29.127951851076432,16.991305026240834
BELLEVILLE,3,inf1946,non-meuble,23.676777290089277,28.40989959624307,16.577074353845973
AMANDIERS - MENILMONTANT,3,inf1946,non-meuble,21.200783887129976,25.400951600013922,14.800559656448936
BERCY,3,inf1946,non-meuble,21.200149257054136,25.40018698059034,14.800113787181084
ECOLE MILITAIRE,3,inf1946,non-meuble,27.999942956502803,33.599931485478855,19.599960007227452
MOSKOWA - PORTE MONTMARTRE - PORTE DE CLIGNANCOURT,3,inf1946,non-meuble,22.800047925200985,27.400055912734476,16.000031950133987
BATIGNOLLES,3,inf1946,non-meuble,24.823377519738308,29.788054011106922,17.376365277851253
MONCEAU,3,inf1946,non-meuble,25.52607859219884,30.65216380631758,17.88695074646719
ANVERS - MONTHOLON,3,inf1946,non-meuble,23.699988389459126,28.399987099399027,16.599992259639418
MOUTON - DUVERNET,3,inf1946,non-meuble,24.668742049142672,29.59696202369749,17.267336081477563
VAL DE GRACE,3,inf1946,non-meuble,26.199384469393266,31.39928190597305,18.299589921796063
DAUPHINE,3,inf1946,non-meuble,25.4,30.5,17.8
SECRETAN,3,inf1946,non-meuble,21.17189312717168,25.371898625084185,14.80001832637503
JARDIN DES PLANTES,3,inf1946,non-meuble,25.000431769108953,30.000504442449547,17.500288303495427
CAMBRONNE - GARIBALDI,3,inf1946,non-meuble,25.999988527750347,31.19998639435882,18.19999142396282
HALLES - BEAUBOURG - MONTORGUEIL,3,inf1946,non-meuble,25.40582422932517,30.45884443643439,17.770630301060883
FAUBOURG MONTMARTRE,3,1946-1970,meuble,24.42330331062016,29.295148422509413,17.115535642786273
CLIGNANCOURT - JULES JOFFRIN,3,1946-1970,meuble,22.5,27.0,15.8
GOUTTE D'OR - CHATEAU ROUGE,3,1946-1970,meuble,22.893795735799195,27.45942871274029,16.06253084484069
LEGENDRE - LEVIS,3,1946-1970,meuble,26.75743599517247,32.08892429043911,18.710206292852877
CHAMPERRET - BERTHIER,3,1946-1970,meuble,28.561528716448414,34.25383445973809,19.97307010151389
HOCHE - FRIEDLAND,3,1946-1970,meuble,25.900251893415927,31.10030001546898,18.100177553354563
MUETTE SUD,3,1946-1970,meuble,30.998919797822182,37.19871133775278,21.69924196338399
PASTEUR - MONTPARNASSE,3,1946-1970,meuble,28.599878346057736,34.29985494473832,19.999915188485016
GRANGE AUX BELLES - TERRAGE,3,1946-1970,meuble,23.10002881929937,27.700034583506817,16.200020172988197
BIBLIOTHEQUE - SEINE,3,1946-1970,meuble,20.10030350561157,24.10036440513385,14.100208938354665
SENTIER - ARTS ET METIERS,3,1946-1970,meuble,25.99993371948233,31.199919887425192,18.199954467568027
CHATEAU D'EAU - LANCRY,3,1946-1970,meuble,23.100244515668926,27.700293727136703,16.200170698467254
CROULEBARBE,3,1946-1970,meuble,24.100066322091237,28.900080564156482,16.900040129653704
EPINETTES - BESSIERES,3,1946-1970,meuble,23.100112196555703,27.70013475517081,16.2000747977038
SAINT - PLACIDE,3,1946-1970,meuble,31.699989148772342,37.999987048534734,22.19999229912876
SAINT - THOMAS D'AQUIN,3,1946-1970,meuble,31.69967150958087,37.99960920967379,22.199767791255443
GAMBETTA,3,1946-1970,meuble,21.224095988763743,25.464973700641686,14.862779420946826
SAINT - LAMBERT,3,1946-1970,meuble,22.86495168275833,27.47256169832681,15.994569457766966
BOIS DE BOULOGNE,3,1946-1970,meuble,28.72900992527135,34.490748682272454,20.106322754358924
NATION - PICPUS,3,1946-1970,meuble,22.500017823925678,27.00002160186291,15.800010810481893
PLAINE LAGNY,3,1946-1970,meuble,20.100100630014932,24.10012148778022,14.100068794404178
DIDOT - PORTE DE VANVES,3,1946-1970,meuble,23.90000468941748,28.700005135591933,16.700003483829313
BUTTES AUX CAILLES - DAVIEL - BOUSSINGAULT,3,1946-1970,meuble,23.899990031548157,28.69998637910294,16.699995510215977
CHAILLOT,3,1946-1970,meuble,30.999911480785887,37.19989367249306,21.699937516003665
MARAIS - ARCHIVES,3,1946-1970,meuble,25.97498419845436,31.17498419845436,18.17498419845436
OPERA - CHAUSSEE D'ANTIN,3,1946-1970,meuble,25.857448988432466,31.047992933111217,18.071633071414347
OLYMPIADES - CHOISY,3,1946-1970,meuble,20.43530121984344,24.5058909503368,14.329416624103404
SORBONNE,3,1946-1970,meuble,25.999999688204028,31.199999678634235,18.199999700963755
LA CHAPELLE - MARX DORMOY,3,1946-1970,meuble,20.66842552495683,24.782110629948196,14.49789786746978
ELYSEES - MADELEINE,3,1946-1970,meuble,26.156400318501763,31.406674890757014,18.28098846011889
DANUBE,3,1946-1970,meuble,20.1,24.1,14.1
FLANDRE - AUBERVILLIERS,3,1946-1970,meuble,20.100024577865582,24.100029493438697,14.100017204505905
SAINT - VICTOR,3,1946-1970,meuble,25.994872304102426,31.19377380276533,18.196336972551883
ALIGRE - GARE DE LYON,3,1946-1970,meuble,23.100022950967766,27.700028585538977,16.200014278545137
ALLERAY - PROCESSION,3,1946-1970,meuble,23.689043848690584,28.453623585240962,16.570125700684713
AUTEUIL NORD,3,1946-1970,meuble,25.30081243673343,30.400969222769703,17.700570131041
VAUGIRARD - PARC DES EXPOSITIONS,3,1946-1970,meuble,23.712405583693105,28.49488670043172,16.58868390858517
BEL - AIR SUD,3,1946-1970,meuble,22.885011345227078,27.481264181533845,15.99250567261354
LOUVRE - OPERA,3,1946-1970,meuble,25.833943511064017,31.015244446232675,18.061991938398997
VALLEE DE FECAMP,3,1946-1970,meuble,22.503978511216925,27.004973139021153,15.801989255608463
SALPETRIERE - AUSTERLITZ,3,1946-1970,meuble,24.098128781507732,28.89777362492398,16.85425807896203
NATIONALE - DEUX MOULINS,3,1946-1970,meuble,21.552572138190705,25.858376569546905,15.093865249126631
NATION - ALEXANDRE DUMAS,3,1946-1970,meuble,24.59962592210858,29.499551646767138,17.199749841145145
BELLEVILLE - SAINT-MAUR,3,1946-1970,meuble,23.822728603756048,28.56727451905328,16.681818744927323
TEMPLE - ENFANTS ROUGES,3,1946-1970,meuble,25.9999667173465,31.199959780245596,18.199976876330332
MARAIS - PLACE DES VOSGES,3,1946-1970,meuble,25.979144786656832,31.17913448832096,18.179159171890298
AMIRAUX - SIMPLON - POISSONNIERS,3,1946-1970,meuble,22.819750096692108,27.373041779474125,16.01316673112807
PIGALLE - MARTYRS,3,1946-1970,meuble,24.208840913312365,29.033027918998368,16.972560527238283
CITROEN - BOUCICAUT,3,1946-1970,meuble,25.3,30.4,17.7
VIOLET - COMMERCE,3,1946-1970,meuble,25.29950199416006,30.399399571479258,17.69965092565991
PLACE DES FETES,3,1946-1970,meuble,20.10005728156985,24.10006873788382,14.100040097098894
ODEON,3,1946-1970,meuble,25.90000457424326,31.10000457424326,18.10000457424326
MASSENA - JEANNE D'ARC,3,1946-1970,meuble,20.1,24.1,14.1
JARDIN DE REUILLY,3,1946-1970,meuble,22.65723128539315,27.196538844391192,15.878616167397066
SAINT - VINCENT DE PAUL - LARIBOISIERE,3,1946-1970,meuble,24.09998682999393,28.89998419604106,16.8999907810441
PLATEAU,3,1946-1970,meuble,22.497285933594696,27.010989750797883,15.726730207789922
MONTPARNASSE - RASPAIL,3,1946-1970,meuble,24.083580657050334,28.883602390510372,16.883547135268373
LA FOURCHE - GUY MOQUET,3,1946-1970,meuble,23.100024972073,27.700030445381508,16.200016648048663
CHARLES HERMITE - EVANGILE,3,1946-1970,meuble,20.853094823223593,25.003713787868314,14.627166376256515
JEAN MOULIN - PORTE D'ORLEANS,3,1946-1970,meuble,24.599106863156297,29.49894569786921,17.19939002370281
INVALIDES,3,1946-1970,meuble,31.69993063982372,37.99991748530753,22.199950969530562
LOUIS BLANC - AQUEDUC,3,1946-1970,meuble,23.91213549186504,28.674562590238047,16.768494844305526
NOTRE - DAME DES CHAMPS,3,1946-1970,meuble,30.098124542654688,36.09431807998443,21.067642863697845
ITALIE - PEUPLIERS - RUNGIS,3,1946-1970,meuble,23.899817413395283,28.699778821299752,16.699875301538583
TRIANGLE D'OR,3,1946-1970,meuble,25.900235243765476,31.10028007377188,18.100166259088848
MARTIN LUTHER KING,3,1946-1970,meuble,24.330260390770118,29.176312468924138,17.020173593846746
BAS - BELLEVILLE,3,1946-1970,meuble,22.9000140428608,27.5000140428608,16.0000140428608
BLANCHE - TRINITE,3,1946-1970,meuble,24.15686451854011,28.969498628081077,16.93791412391546
RENNES,3,1946-1970,meuble,30.691570041808752,36.80031608422075,21.487144339899288
MANIN - JAURES,3,1946-1970,meuble,20.318409049166693,24.36521098827384,14.24820614050597
MUETTE NORD,3,1946-1970,meuble,31.000001549945452,37.20000177136623,21.700001107103894
PORTE DES LILAS,3,1946-1970,meuble,20.1,24.1,14.1
EMERIAU - ZOLA,3,1946-1970,meuble,25.3,30.4,17.7
PORTE SAINT-DENIS - PARADIS,3,1946-1970,meuble,24.099961977578964,28.899954496862545,16.899973198653583
GEORGES BRASSENS,3,1946-1970,meuble,22.300032700574867,26.800038831932657,15.600022481645222
MONTMARTRE,3,1946-1970,meuble,22.500032126403283,27.0000381501039,15.800022086902258
TELEGRAPHE - PELLEPORT - SAINT-FARGEAU,3,1946-1970,meuble,20.36878181851806,24.426366592852784,14.282404657015967
SAINT - GERMAIN DES PRES,3,1946-1970,meuble,25.90097982177675,31.10116565004476,18.100692632635294
BEL - AIR NORD,3,1946-1970,meuble,22.89993810904168,27.49992453181263,15.99995957687807
AUTEUIL SUD,3,1946-1970,meuble,25.3,30.4,17.7
PONT DE FLANDRE,3,1946-1970,meuble,20.1,24.1,14.1
SAINT - PHILIPPE DU ROULE,3,1946-1970,meuble,26.608588087670444,31.94752692839014,18.600179826590903
TERNES - MAILLOT,3,1946-1970,meuble,28.60004232846922,34.300051182836256,20.000029989852884
MONTSOURIS - DAREAU,3,1946-1970,meuble,23.159095271708374,27.77091511650817,16.23939651529518
DUPLEIX - LA MOTTE PICQUET,3,1946-1970,meuble,25.300090472339814,30.400107488382623,17.700063386476256
LEON BLUM - FOLIE-REGNAULT,3,1946-1970,meuble,23.208142980971047,27.82977219848659,16.27209428511181
BASSIN DE LA VILLETTE,3,1946-1970,meuble,20.100010217406485,24.10001226088778,14.100007152184537
COURCELLES - WAGRAM,3,1946-1970,meuble,28.59998739116755,34.29998582173882,19.999991280225956
ROSA PARKS - MACDONALD,3,1946-1970,meuble,20.1,24.1,14.1
REUNION - PERE LACHAISE,3,1946-1970,meuble,21.69447508453191,26.036146931467954,15.181966756739685
FAUBOURG DU TEMPLE - HOPITAL SAINT-LOUIS,3,1946-1970,meuble,23.099995900965187,27.69999590096518,16.19999590096518
SAINT BLAISE,3,1946-1970,meuble,20.100041786965065,24.10005074131472,14.100028355440578
PEREIRE - MALESHERBES,3,1946-1970,meuble,26.77958358151667,32.11550029782,18.72570850706167
REPUBLIQUE - SAINT-AMBROISE,3,1946-1970,meuble,23.931060611850732,28.697273344547845,16.75404244232372
PERNETY,3,1946-1970,meuble,23.970392658571548,28.780448913272657,16.750280953442108
EUROPE,3,1946-1970,meuble,30.999108112179428,37.19893104500505,21.69937307122886
GROS CAILLOU,3,1946-1970,meuble,31.69989339728486,37.99987369216123,22.199924928639096
GRANDES CARRIERES - CLICHY,3,1946-1970,meuble,22.500027599626275,27.00003259772877,15.800018543062757
MAIRIE,3,1946-1970,meuble,30.436721335915284,36.52627399636441,21.302391743578994
SEINE,3,1946-1970,meuble,25.91629221812798,31.116286510491523,18.11630075918612
MONNAIE,3,1946-1970,meuble,25.900002306499683,31.100002306499686,18.100002306499686
BASTILLE - POPINCOURT,3,1946-1970,meuble,23.509918637498053,28.191902659239112,16.473279450800035
BELLEVILLE,3,1946-1970,meuble,22.766156887122193,27.299396055351675,15.966298134777967
AMANDIERS - MENILMONTANT,3,1946-1970,meuble,22.90008228489972,27.500087806421714,16.00007308236307
BERCY,3,1946-1970,meuble,22.899885264978984,27.499859263130748,15.999928726339581
ECOLE MILITAIRE,3,1946-1970,meuble,31.699908061244567,37.999890387274824,22.199934883821726
MOSKOWA - PORTE MONTMARTRE - PORTE DE CLIGNANCOURT,3,1946-1970,meuble,22.50002396260049,27.000027956367237,15.800015975066994
BATIGNOLLES,3,1946-1970,meuble,24.335218714184244,29.18226319484125,17.02348460803204
MONCEAU,3,1946-1970,meuble,30.778274918830604,36.93479939827569,21.54348817510942
ANVERS - MONTHOLON,3,1946-1970,meuble,24.099979359038446,28.899975488858153,16.89998580933893
MOUTON - DUVERNET,3,1946-1970,meuble,24.4486047890149,29.32179048560305,17.102233247577534
VAL DE GRACE,3,1946-1970,meuble,25.999290511724613,31.19913832206713,18.19949343295706
DAUPHINE,3,1946-1970,meuble,31.0,37.2,21.7
SECRETAN,3,1946-1970,meuble,22.11229099954332,26.543495821023143,15.465483767323594
JARDIN DES PLANTES,3,1946-1970,meuble,24.600489934356784,29.500595072350556,17.200349941842884
CAMBRONNE - GARIBALDI,3,1946-1970,meuble,28.599929497240943,34.299916907279346,19.99995181601624
HALLES - BEAUBOURG - MONTORGUEIL,3,1946-1970,meuble,25.14509275591041,30.168232115376856,17.610383716710732
FAUBOURG MONTMARTRE,3,1946-1970,non-meuble,21.387380754675533,25.641264895710982,14.997574364813962
CLIGNANCOURT - JULES JOFFRIN,3,1946-1970,non-meuble,19.7,23.6,13.8
GOUTTE D'OR - CHATEAU ROUGE,3,1946-1970,non-meuble,20.093793609951835,24.125056375062975,14.062529781917009
LEGENDRE - LEVIS,3,1946-1970,non-meuble,23.487756495775912,28.165306698698945,16.448392015822048
CHAMPERRET - BERTHIER,3,1946-1970,non-meuble,25.066337626892366,30.059605152270834,17.57595544778026
HOCHE - FRIEDLAND,3,1946-1970,non-meuble,22.7002230201841,27.200268487013634,15.900155649309829
MUETTE SUD,3,1946-1970,non-meuble,27.199052454229985,32.598862945075986,18.999336717960993
PASTEUR - MONTPARNASSE,3,1946-1970,non-meuble,25.09989345027592,30.099873268857387,17.59992465203513
GRANGE AUX BELLES - TERRAGE,3,1946-1970,non-meuble,20.30001969938186,24.40001922490658,14.200016173183387
BIBLIOTHEQUE - SEINE,3,1946-1970,non-meuble,17.60026983787694,21.100323805452334,12.30018913451381
SENTIER - ARTS ET METIERS,3,1946-1970,non-meuble,22.799941792003466,27.399929116438905,15.9999585038286
CHATEAU D'EAU - LANCRY,3,1946-1970,non-meuble,20.300198387541098,24.400226076614935,14.200147634403338
CROULEBARBE,3,1946-1970,non-meuble,21.10006590159254,25.30008014365778,14.80004085500148
EPINETTES - BESSIERES,3,1946-1970,non-meuble,20.300096759799047,24.40011100351596,14.200067079325471
SAINT - PLACIDE,3,1946-1970,non-meuble,27.79999054893075,33.39998844869314,19.499993349247564
